"filename","cc"
"cc_3090_CC_V_Data_Push_Determ_IntType_ReadModifyWrite_Persist_CudaAtomic_Warp_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.110030"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_Atomic_Warp_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.230837"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_Persist_Atomic_Warp_NoBoundsBug2_NoFieldBug_NonDup.cu
","1.132202"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Warp_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.381350"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_Atomic_Thread_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.235532"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_Atomic_Block_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.153431"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_CudaAtomic_Block_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.017624"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_Persist_CudaAtomic_Thread_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.181411"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_Persist_Atomic_Block_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.283355"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_Atomic_Warp_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","1.029117"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_Atomic_Block_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.525416"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_Atomic_Thread_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","1.249561"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_Persist_CudaAtomic_Warp_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.242420"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_Persist_CudaAtomic_Block_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.069570"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Thread_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.163749"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_Persist_Atomic_Block_NoBoundsBug2_NoFieldBug_NonDup.cu
","0.066610"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_CudaAtomic_Warp_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.104319"
"cc_3090_CC_V_Data_Pull_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Block_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.058697"
"cc_3090_CC_V_Data_Pull_Determ_IntType_ReadWrite_NonPersist_CudaAtomic_Thread_NoBoundsBug2_NoBoundsBug1_NonDup.cu
","0.047933"
